ORDER_ID;SHIPPING_SERVICE;SHIPPING_COST;ADDRESS_ID;CREATED_AT;PROMO_ID;ESTIMATED_DELIVERY_AT;ORDER_COST;USER_ID;ORDER_TOTAL;DELIVERED_AT;TRACKING_ID;STATUS
08a14677-500a-4814-a60a-d83c3f6a8a37;ups;7,06;280bb1a8-d59e-4ada-b479-a4d47163130e;2021-02-10 13:22:13.000;;2021-02-13 13:22:13.000;457;2a6f290c-40f8-4705-89d9-e8aeb6a4fa7b;464,06;NULL;45273ecc-4321-4063-bc7c-786ea0f57634;delivered
08cbcbdc-781b-434d-a70b-4955117596a1;ups;2,93;cdac5d06-ad99-49f6-abb0-df87017dccfd;2021-02-11 09:59:37.000;;2021-02-12 09:59:37.000;273,25;93908a68-20b7-44ba-b6c1-6f4cc57d7726;276,18;NULL;03b4b7c8-e8e6-4cf5-b43f-06bc819eb230;delivered
08f64f64-8cd5-491a-a5a9-80ffd3321fc9;ups;7,01;72f36ef2-3c89-413d-a2c0-f91e8221a052;2021-02-11 17:09:56.000;;2021-02-15 17:09:56.000;203,75;1fada2e4-1018-48f1-84dc-802dc99171fe;210,76;NULL;073b4e8f-bf2e-47c5-a1d8-d01df6a84772;delivered
09431ff6-b550-4301-8d46-fde372e87af9;fedex;8,14;582148c7-44d6-4247-83ab-cd65557569b5;2021-02-10 00:01:02.000;;2021-02-11 00:01:02.000;383,75;5a9d6641-6ca6-48f0-af45-f411750f611a;391,89;NULL;afd17de9-1c7f-4233-8ead-ef97750526dc;delivered
095cd54c-8568-4245-9d7a-9c2f79c6a19e;usps;6,7;609af927-16f8-450a-ade4-1e06724e9feb;2021-02-10 21:34:59.000;leverage;2021-02-15 21:34:59.000;30,5;edbbae4b-6354-4a0b-9d43-d74c3f67b5de;27,2;NULL;4b80bdbc-8aa1-45ec-a2b0-9dac783ab978;delivered
0976f5e0-829b-4111-9ae8-3c444a1b26eb;usps;8,93;a4fbed7c-7bdd-465d-bdcd-ab0c4c68f300;2021-02-10 16:47:23.000;;2021-02-15 16:47:23.000;278,25;ee92f1cf-3bcf-4cea-a8d4-ac5ce812de46;287,18;NULL;4983aff2-fccb-4c9d-951e-884e9ef7e7f5;shipped
09853043-de2b-4ab4-a47a-4cb90a13a27e;fedex;3,76;24b83ef4-4f28-408a-bea9-171ddaf094a7;2021-02-11 10:12:41.000;;2021-02-14 10:12:41.000;60,5;d78268b1-7168-49f4-8f6f-db436afb5a6f;64,26;NULL;b611857e-7414-4621-b487-619b0d5a2436;delivered
098a1247-5524-4d73-8523-551582ba39f1;ups;9,06;609af927-16f8-450a-ade4-1e06724e9feb;2021-02-11 16:54:42.000;;2021-02-13 16:54:42.000;75;19ac513f-b77e-4808-ade4-284ece721d91;84,06;NULL;b8cd58c1-e65f-4912-88a2-e6f4f32e4bbe;delivered
09fc1bc7-215a-4987-96a1-9e3e079a3707;ups;2,94;b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6;2021-02-11 12:15:58.000;;2021-02-14 12:15:58.000;75;7f7ce164-75dd-4d50-ad3f-e4d8846f3d60;77,94;NULL;3f8401b3-9525-4e83-b1c6-64d2341f3e0b;delivered
0a5be7a1-f4b1-4833-b4fa-72a9276c63bf;ups;4,98;be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a;2021-02-10 19:19:53.000;;2021-02-12 19:19:53.000;123,8;9cfa05e2-606b-4080-8bac-96e3986f1704;128,78;NULL;591e0d3a-b935-4d5c-bf31-e6a2cb75f103;delivered
0ac61965-6392-4fe3-bb4f-292438c37de0;ups;4,92;1d3482c6-e56b-47df-91f8-4b32bc908b2b;2021-02-11 07:45:00.000;;2021-02-15 07:45:00.000;372,75;78fe6452-8a56-4226-ae22-f372116b12ff;377,67;NULL;0c59fc80-862a-418a-ac64-93093d8edea8;delivered
0b0d8f13-ca94-4686-b3d3-68ae3aa4bad3;usps;8,28;957af504-cee3-4f3a-8f5a-eb5a5bd23b16;2021-02-11 15:16:08.000;Optional;2021-02-15 15:16:08.000;161,5;48ebf150-7cb7-4358-a5ef-1a2b0aa831b9;152,78;NULL;78be17d1-b510-40c2-a729-ea77b22c5738;delivered
0b43de27-5e08-4c20-a21d-44e786835265;ups;6,26;a81e134c-8135-44ab-bda4-66b29e5175ca;2021-02-11 23:11:42.000;;2021-02-13 23:11:42.000;152,25;4d3c9f53-0667-4a80-8259-12200fe75761;158,51;NULL;44349fc6-f978-4b75-8dbf-4e1f45dc21a6;delivered
0b926971-0595-47de-a881-26c82d880ed4;ups;5,71;edd6e563-bce1-4c84-859d-31cae681f40b;2021-02-10 12:42:49.000;;NULL;296;f36630d8-e3d9-4e23-acc0-ffd86e661c26;301,71;NULL;90ab8662-a7d0-4b2f-aaa4-3c8c1eefb772;delivered
0db4263a-5b43-488c-b9d8-9592c9f4d549;dhl;2,38;b3db1ec9-17b7-4b15-8f04-b2077048f428;2021-02-11 21:11:38.000;Optional;2021-02-13 21:11:38.000;226;edbbae4b-6354-4a0b-9d43-d74c3f67b5de;211,38;NULL;6646f2d3-265e-46da-8a0a-4dd216da9ecf;delivered
0e9b8ee9-ad0a-42f4-a778-e1dd3e6f6c51;;1,52;965dbeea-a6d5-467d-9683-914b744ad1ef;2021-02-11 08:11:14.000;;NULL;60;7091fe90-07da-424c-8da6-24e024503be2;61,52;NULL;;preparing
0ec01f36-fc49-456b-8ca5-7a7d5ea50df5;ups;8,89;d0042646-63e0-434e-874c-aec1d434f2df;2021-02-10 06:45:40.000;;NULL;45,5;c42fc8e5-9ab6-4fbf-84bf-40ff309bf24c;54,39;NULL;732d71e6-3811-4867-a00f-2058c0d148cd;delivered
0ecabdf2-fe92-4d66-ad87-6e693748d682;ups;1,81;23f4d3fc-7192-44eb-a1c6-c3d93eed0a42;2021-02-10 09:07:54.000;;2021-02-13 09:07:54.000;234,25;5555f2b6-d408-419f-aa60-22c0f0440f50;236,06;NULL;398eebcf-a343-4350-a1af-ddc42c2a647b;delivered
0f3fb208-95e1-4d3b-8f09-ae6088d41938;fedex;9,29;be95b20d-a774-4572-b1ff-fd2c2c657568;2021-02-10 19:06:10.000;;2021-02-14 19:06:10.000;60;366bd18f-6a16-4f39-9177-080c11ce9f25;69,29;NULL;f877d9f7-f9c2-42a8-86ab-24c948bf46f9;delivered
0f7d97e4-6093-489d-b338-e98397482ff3;dhl;4,4;df4fbdd5-d7f9-4711-b1b6-2517808df91a;2021-02-11 02:30:04.000;;2021-02-16 02:30:04.000;225;ab6cf98c-c16e-41b7-88ab-31f4db64caa2;229,4;NULL;5e88b8b2-220a-4dbf-9e86-e7179d0aaf84;delivered
10408b83-26cc-4eb8-bd08-38435207099e;ups;1,34;a4fbed7c-7bdd-465d-bdcd-ab0c4c68f300;2021-02-11 11:54:29.000;;NULL;287;4115e7da-5892-4eef-9f39-705626158c7f;288,34;NULL;32d62bcb-8ff2-4773-a5b0-32be0bde4305;delivered
12a416f6-08d4-4db5-953e-d683ca9081f6;usps;1,63;a96cbe83-ad12-4457-af40-1b5b5f373937;2021-02-10 20:23:20.000;Digitized;NULL;226,25;7f89df2d-6f1e-4f67-83a1-40d2b8ec56b0;216,88;NULL;58d39872-599c-4b1e-8cd3-baac98958b67;delivered
12c0a32d-2471-465f-9337-14b221af4fc3;fedex;7,68;89f9c593-3ac8-4f50-ab01-01b4a2e27eaa;2021-02-10 04:29:17.000;;2021-02-12 04:29:17.000;96,75;bbe518c7-5ea8-444e-acef-6c18be8336bc;104,43;NULL;d5d92e88-1640-42f5-9617-411774869eff;delivered
12d71a1a-3762-4e17-a508-6e11b5629852;fedex;6,77;2c7bd191-c7c9-45d3-9dd0-612320bd9817;2021-02-10 20:31:00.000;;NULL;46,5;89dd1d56-f177-4b28-86c8-b7d1beeff4a8;53,27;NULL;c02b8944-9875-4ef1-b866-79e706fb4c46;delivered
1559d243-a71a-4568-ac1b-a6175099e006;usps;6,67;302bfd3c-795c-4eef-b1e7-627897f6861e;2021-02-10 03:22:09.000;;2021-02-15 03:22:09.000;122;6cf2751f-d815-4fbc-b04a-245c1301574c;128,67;NULL;e88410ac-0042-4305-9661-bf63b17236b0;delivered
15f26002-ee82-4855-a9d7-d55ff3f1a85b;ups;3,91;4da64e4e-655c-4fbe-bee2-3eb1014ace1b;2021-02-11 17:46:36.000;;2021-02-15 17:46:36.000;184;8af678e5-c051-4ca2-88f3-4c903d77a3f6;187,91;NULL;84e491af-c2c3-406a-a71d-97456149fece;delivered
1747e0c2-2649-4b8b-8048-540425302a8f;ups;6,11;2c7bd191-c7c9-45d3-9dd0-612320bd9817;2021-02-10 10:35:38.000;;2021-02-13 10:35:38.000;562,9;e512189a-15a2-4325-b41d-6092f5c03bc9;569,01;NULL;fcf6a653-9018-4469-8b5f-4f0013accc40;delivered
175d8fb5-2c45-45b5-9fe3-7b3987d05b2d;fedex;1,57;1ceb9167-9852-45a7-8109-57b077d8a2e0;2021-02-10 17:08:27.000;;2021-02-12 17:08:27.000;162,5;6875a4d9-cdc6-43bc-a700-f6916e049e46;164,07;NULL;45e46aff-5482-486f-bc92-109706aaacd7;delivered
180dc7bb-b42a-4aa6-b52a-9fe5864e3190;ups;8,59;5a6a5b60-d54a-4ef7-9ae3-6bd9fd21a807;2021-02-10 01:48:20.000;;2021-02-12 01:48:20.000;50;b9287f6c-c865-49bb-a3c9-da47bbdf3a90;58,59;NULL;62862913-88fd-4f4a-9441-92d7a743f55e;delivered
1829f967-79c8-4998-ba9f-9d381728cedd;fedex;7,44;6b49d7c6-6ede-4a8a-ade1-ec5888c7ce14;2021-02-10 21:22:42.000;Mandatory;2021-02-13 21:22:42.000;451,5;db41a6d4-70fc-43b1-82a5-393b46a2bdfa;438,94;NULL;63c66301-a47f-462b-b6f3-7e981d030ee2;shipped
191f7ddb-6fac-4ced-905c-307b6b8a1f29;fedex;4,65;a6dd4d60-8756-4967-8dd6-e7deaa538bc6;2021-02-10 04:25:15.000;;2021-02-14 04:25:15.000;105,75;5faf7aa9-ca1a-44b6-bc00-5954bc39cc91;110,4;NULL;528a581e-8b45-4070-9359-8a9ed56f2f90;delivered
19644506-d739-4f1b-baf7-3ecc8833c329;ups;6,28;68a5c312-2205-45ec-ace1-166ff3f4b572;2021-02-10 07:59:44.000;;2021-02-13 07:59:44.000;40;e879df28-ff9c-4900-b99c-c769ec349316;46,28;NULL;be3cf326-410a-402c-8e40-f672f59170e3;delivered
19c066e5-c505-4814-8e68-ac6ab2971a67;ups;2,52;cc3b5481-169f-4fa0-8818-8d8e728773cd;2021-02-11 10:25:50.000;;2021-02-14 10:25:50.000;441;d055abf7-ba8e-463b-975a-c5cb10f6d8eb;443,52;NULL;49d89a2e-a177-42c8-95cf-37570edf5b08;delivered
19f1c3c5-3840-4d33-8d88-30fad93fa25e;fedex;3,72;b8f77f86-d46a-412a-9dce-7b458a34618d;2021-02-11 06:14:33.000;leverage;2021-02-14 06:14:33.000;160,25;707a74bd-593f-4bdc-85e3-b8ff6b538399;153,97;NULL;870fae93-822b-4b4a-b4ad-923fe2684c03;delivered
1b8feb77-03cf-4414-a652-544fa364c008;fedex;9,39;dd1048ba-46a5-4d80-a7e1-b1592c161a4c;2021-02-11 05:35:20.000;;2021-02-13 05:35:20.000;323;707a74bd-593f-4bdc-85e3-b8ff6b538399;332,39;NULL;f497ae05-3ce3-4226-ae5c-5b8ff6126ecb;delivered
1be71a60-1e61-4b97-aa13-1a6886f50ef3;fedex;6,03;82ef2b98-79dc-461c-855b-95c5d38ad6d3;2021-02-11 20:05:49.000;Optional;2021-02-13 20:05:49.000;383;7be40e37-7a40-40ce-81c8-a5048c8befb1;372,03;NULL;e1ae4d8f-53cb-4398-8eeb-6445665e606d;delivered
1e5fa971-3c0e-4ae8-b5bb-63d6176b82b2;fedex;8,01;aa61ded6-4588-48dd-9759-1bd36ec5d787;2021-02-11 00:16:56.000;;2021-02-13 00:16:56.000;311;4fe02f4f-f3d6-4068-853d-158cc64f0c65;319,01;NULL;938dc7e4-7df2-452a-9895-5ec9addcb18d;delivered
1e68f64e-1365-489e-8cf4-b56f8cf13fd7;fedex;6,76;7ae529bf-b9d0-47ee-acd0-d55e0e6a0d32;2021-02-10 00:39:31.000;;2021-02-12 00:39:31.000;182;4dae48a6-8206-46eb-b629-fec4a99306ec;188,76;NULL;cbae44b9-ceec-4a58-af34-fabe17cd4582;shipped
1eb77dda-3387-4242-ba28-0b371ea785cf;fedex;3,23;06dd400a-9d9e-48f3-9312-5a41f6038c8e;2021-02-10 15:22:56.000;;2021-02-13 15:22:56.000;373,85;393de08c-725c-457a-a591-16030480eb80;377,08;NULL;6c36bdd9-d673-459b-932c-0a290b5a040c;shipped
1ee4b2c1-1928-49aa-8552-88d946853143;usps;1,62;957af504-cee3-4f3a-8f5a-eb5a5bd23b16;2021-02-11 14:14:49.000;;2021-02-15 14:14:49.000;101,5;baaf00b6-da56-44af-8c70-97269472e6f3;103,12;NULL;4b157d74-dbe5-4648-ae86-591ce856e0b4;delivered
1fa7bc74-ee64-4aa8-8df3-f8066532eb9c;ups;8,24;c9a6e260-e379-4b26-a36d-cf97e0eb03bc;2021-02-10 20:32:32.000;;2021-02-15 20:32:32.000;162,15;5de439eb-6bc7-4fc2-ba0e-a3bf8a286d63;170,39;NULL;c6175b1d-4272-44b3-8593-af0b6a9ec418;delivered
224b19e0-eaef-4749-8ca7-72e9d99e07e8;ups;7,91;44f03e5e-c121-44dd-80e2-b2d18860d57a;2021-02-11 04:31:06.000;task-force;2021-02-16 04:31:06.000;171;b9287f6c-c865-49bb-a3c9-da47bbdf3a90;176,91;NULL;4b7c92b8-72c0-447e-b8a7-1b726427f561;delivered
22767af6-bb3e-4d35-b11c-05c12aa38138;fedex;8,98;02331e89-1736-4f12-85b9-ddd62545214b;2021-02-11 11:23:52.000;instruction set;2021-02-13 11:23:52.000;122;9208a361-ea2f-4f75-a2b4-281b55df08a9;117,98;NULL;345138a1-cdba-4f7e-9343-ec3a90cda923;delivered
23a3e7b2-abb0-4642-9291-4af619ae2d3c;ups;3;f79a5736-1e58-436a-aca9-bc4cf21fef09;2021-02-11 16:01:32.000;;2021-02-16 16:01:32.000;183,5;6cf2751f-d815-4fbc-b04a-245c1301574c;186,5;NULL;924ee64a-4d67-447c-afbc-78dd60727f08;delivered
2434b44d-0df9-4d54-99ad-e259cbf9efa6;ups;1,41;b5d85492-b403-4f52-a42b-4363716f4cfb;2021-02-10 16:20:17.000;;2021-02-12 16:20:17.000;537;e09e27fe-72e3-4359-809e-43acf4976f55;538,41;NULL;af75d945-6234-44cf-9a9e-9f480da55824;delivered
265f9aae-561a-4232-a78a-7052466e46b7;;1,18;4d9d28c3-6e38-48e7-9960-f244a3e72d9d;2021-02-11 05:06:33.000;;NULL;167,4;5555f2b6-d408-419f-aa60-22c0f0440f50;168,58;NULL;;preparing
273c575f-a41c-428f-80b0-a97985793b00;;5,96;de7f84bd-9386-41a6-8dd0-cbafd5b58945;2021-02-11 08:11:14.000;;NULL;569,5;8af678e5-c051-4ca2-88f3-4c903d77a3f6;575,46;NULL;;preparing
27897d11-f7a3-424a-bc4b-50c0487d12d1;ups;6,18;aa61ded6-4588-48dd-9759-1bd36ec5d787;2021-02-10 17:15:59.000;;2021-02-14 17:15:59.000;577;6d37adeb-4c53-4167-b170-c89e4bd1764a;583,18;NULL;90ff417d-90e2-4a2e-8e64-a950e63c2157;delivered
2795df92-ee7d-4992-bab2-15dbb2b2ab36;ups;6,78;dc7345f9-9c6b-45d5-a633-a07a4a355104;2021-02-10 11:26:57.000;;2021-02-14 11:26:57.000;444,65;9208a361-ea2f-4f75-a2b4-281b55df08a9;451,43;NULL;a57de08b-2fea-4488-84ff-bedf458342af;delivered
290e43d7-2768-47e8-9037-94d08ddc4345;fedex;4,13;118d2c47-6c92-44b3-a52a-c58dac57adf2;2021-02-10 00:07:42.000;;2021-02-12 00:07:42.000;287,5;5a9d6641-6ca6-48f0-af45-f411750f611a;291,63;NULL;c91f2f0f-ed46-48f2-b61b-2ee460fe7548;delivered
2973c405-100e-4ece-af7f-077783132b3c;dhl;7,63;299ec70d-f1e7-4807-9d0e-6fd86e3ebcab;2021-02-10 04:30:24.000;;2021-02-12 04:30:24.000;254;60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96;261,63;NULL;bdff250d-3d01-49e9-a4cd-4ae18bed9cb5;delivered
299145f7-2b7f-484d-9dde-cc20602ed5f5;usps;3,02;82ef2b98-79dc-461c-855b-95c5d38ad6d3;2021-02-10 10:13:30.000;;2021-02-11 10:13:30.000;15,5;6cf2751f-d815-4fbc-b04a-245c1301574c;18,52;NULL;03dbc7cf-6da7-4dfd-8ee9-e3cefdc731ca;delivered
29d20dcd-d0c4-4bca-a52d-fc9363b5d7c6;;2,06;aa61ded6-4588-48dd-9759-1bd36ec5d787;2021-02-10 02:37:36.000;;NULL;543;2a6f290c-40f8-4705-89d9-e8aeb6a4fa7b;545,06;NULL;;preparing
29feab11-0894-43f4-bb2b-502453a49f23;usps;3,32;1ceb9167-9852-45a7-8109-57b077d8a2e0;2021-02-11 23:04:24.000;;2021-02-16 23:04:24.000;167;6cf2751f-d815-4fbc-b04a-245c1301574c;170,32;NULL;6c1298a0-0a47-4c78-ac05-64c5941fd507;delivered
2a4ce69d-8db6-48d7-b48f-719d09b0b91f;ups;5,53;cdc9b750-8081-441d-9905-339732cbdc4a;2021-02-11 22:40:42.000;;2021-02-14 22:40:42.000;400,25;d78268b1-7168-49f4-8f6f-db436afb5a6f;405,78;NULL;211f93ad-3932-44ff-a4da-3d0a4035a16c;shipped
2affb750-b1d9-4b84-b612-8381435bc669;ups;9,87;26f11eae-4214-4e99-8fc2-acc4718e30b7;2021-02-10 15:53:34.000;;2021-02-15 15:53:34.000;220;60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96;229,87;NULL;2248ec46-bb3e-41ba-855e-c8da997df072;delivered
2bfad5b6-b4ad-47e2-a316-8b7dc7fbc246;ups;6,09;8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347;2021-02-11 11:51:45.000;;2021-02-13 11:51:45.000;293,5;8ac6bb3e-7dc0-4cdb-90f2-a31db50547db;299,59;NULL;4cc535d1-8f2d-4cd2-907c-abbdb98c7236;delivered
2db8d59b-1470-4cd3-8be6-c96a82480240;usps;1,01;44f03e5e-c121-44dd-80e2-b2d18860d57a;2021-02-11 11:47:45.000;;2021-02-13 11:47:45.000;369,35;5951d1d2-614e-4557-a2de-8298a1e4b179;370,36;NULL;66e97e94-da5c-4051-8a89-92da8622634b;shipped
2e40bfc1-f035-4617-a12b-da047e4578c3;usps;4,07;6155419f-3b93-43ef-a11a-b1dece0e7a37;2021-02-11 02:29:55.000;;2021-02-15 02:29:55.000;45;c9d5048d-4879-4c2f-865f-3a971f3eea4e;49,07;NULL;e355d4af-4b0c-461f-97c9-2f2bd4120403;delivered
2ebd594f-3b44-4b66-87f0-5b2c321086d1;fedex;9,58;902bcb47-051b-4375-9dc0-485b3172b89b;2021-02-10 16:16:55.000;;2021-02-14 16:16:55.000;312,25;4d3c9f53-0667-4a80-8259-12200fe75761;321,83;NULL;2bd82041-5932-40db-98ac-c1611d77790a;delivered
2fafb5c6-5200-4d9a-af6b-b6517667a1ea;fedex;5,35;9b6a4ed6-6c27-4102-8d5f-5db7435e80ee;2021-02-10 22:09:43.000;;2021-02-11 22:09:43.000;364,45;60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96;369,8;NULL;cabaf4a8-06a5-431f-be95-a57b28700ad7;delivered
32726aa6-2175-4fc7-856b-512f61c70dc1;ups;3,07;7986bf80-2ce5-4fac-8e06-fc6db16dd2d9;2021-02-10 22:42:40.000;;2021-02-14 22:42:40.000;181;02414bff-285d-4008-9352-ad50839b729f;184,07;NULL;97a0d995-0583-415e-920c-063420947ace;delivered
32bd64c8-5e08-472f-b41e-f8af1d345763;usps;7,03;cdc9b750-8081-441d-9905-339732cbdc4a;2021-02-11 23:36:55.000;;2021-02-14 23:36:55.000;162,85;ac8cea7f-30b1-498d-8baa-d5ea2b32d138;169,88;NULL;26f75497-7e5e-4a41-8a12-f72747f15ab1;delivered
3321aeb4-f209-48bf-ba63-84f3a14eaa50;ups;1,86;fe794a2d-aa57-4ef1-8948-e0491e1ca3c1;2021-02-10 11:37:28.000;;2021-02-14 11:37:28.000;61;7091fe90-07da-424c-8da6-24e024503be2;62,86;NULL;b2e4742d-d125-49dc-a189-e4cedc843510;delivered
3332bd19-5807-4a5f-8894-8f1fee628adf;ups;3,8;a81e134c-8135-44ab-bda4-66b29e5175ca;2021-02-11 03:04:28.000;Mandatory;2021-02-13 03:04:28.000;517,75;1fada2e4-1018-48f1-84dc-802dc99171fe;501,55;NULL;2184f126-3a9e-4dfd-9fd9-d5da1bfd06bc;shipped
333db7e3-aba5-4988-b61f-ced40037b5c8;ups;1,61;be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a;2021-02-11 18:01:25.000;;2021-02-13 18:01:25.000;177;6d37adeb-4c53-4167-b170-c89e4bd1764a;178,61;NULL;d373b271-7296-4e49-8db1-45021d47a222;delivered
349b5ed3-cac3-401f-aef3-290bc0b8d5d7;ups;5,97;0314fc1b-d832-4562-bda4-7dbe09d2868c;2021-02-10 21:53:19.000;;2021-02-13 21:53:19.000;40;20e2eaa5-e8b9-4675-bc3b-11c048b060d9;45,97;NULL;35726bdf-0a6a-40e3-856d-7cdb0354e15a;delivered
34d36019-85bf-4260-9b15-1ed4d4ae3ada;ups;4,18;027e0a9d-2bb0-4247-8989-365339741a93;2021-02-11 19:41:26.000;;2021-02-13 19:41:26.000;549,5;60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96;553,68;NULL;4bd6a494-e7f0-469d-a8fd-eeded124bde2;shipped
35b4cbc7-b92f-400f-b292-8494dbb23567;fedex;9,73;63260a1e-947f-42fe-b11f-12cea08830b6;2021-02-10 03:05:25.000;;2021-02-12 03:05:25.000;219,4;dbc936d7-51da-4dfa-9dd9-7ce399b466df;229,13;NULL;14a41310-80f4-4138-82cf-cbb219baf751;delivered
373c221e-275c-41aa-a334-0b2d73171fa4;ups;1,72;d3dfe1e5-6826-49fe-9bfb-ef1022a20520;2021-02-10 11:53:44.000;;2021-02-13 11:53:44.000;285;5eb03e58-d3d1-47f9-87bc-b0184556c02d;286,72;NULL;1df22555-5e95-4d68-b917-0667a2737f26;delivered
3772cac5-2ea2-4278-9166-f0703935a671;;4,44;5b281207-9295-4a31-a1bb-5ac383acca2a;2021-02-10 09:28:00.000;task-force;NULL;141,7;2a6f290c-40f8-4705-89d9-e8aeb6a4fa7b;144,14;NULL;;preparing
38893be1-b3c0-4460-ab69-f83f6ac95c6a;usps;2,28;27b514cc-7ff4-4451-b1ba-27bb2f5011c8;2021-02-11 11:00:59.000;;2021-02-12 11:00:59.000;196,5;bbe518c7-5ea8-444e-acef-6c18be8336bc;198,78;NULL;bd2aaf67-98f8-42e3-9558-560974400f0b;shipped
3895ef3d-4e4f-4793-ba7f-66743b7a7d39;ups;3,97;d3dfe1e5-6826-49fe-9bfb-ef1022a20520;2021-02-10 09:24:56.000;;2021-02-14 09:24:56.000;106;7c11eccd-15a9-4b87-875e-b84f39dfe3d6;109,97;NULL;e2a68f30-dcff-4b1a-8218-e114187709fc;delivered
38c516e8-b23a-493a-8a5c-bf7b2b9ea995;;8,88;0314fc1b-d832-4562-bda4-7dbe09d2868c;2021-02-11 16:11:14.000;Mandatory;NULL;213,85;96ca8e55-2cbd-4c9b-9540-ff0ac6309797;202,73;NULL;;preparing
3944bd76-a630-4f50-9f41-b4e985b520ca;fedex;9,3;5b760361-9ef1-49bd-a672-9acc2431d384;2021-02-10 03:44:13.000;;2021-02-12 03:44:13.000;135,25;b60b4bf2-44e4-4232-902b-79a50d448f8b;144,55;NULL;69be42e0-8eb9-4c92-9358-a65d25c85f72;delivered
3af487e1-401f-4269-a6a8-afd4d88c780c;ups;8,68;902bcb47-051b-4375-9dc0-485b3172b89b;2021-02-10 13:05:01.000;;2021-02-14 13:05:01.000;336,75;1fada2e4-1018-48f1-84dc-802dc99171fe;345,43;NULL;90507393-38e1-4bb0-84b3-6b2a49e13a98;delivered
